support,itemsets
0.01,"frozenset({'Beras', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.01,"frozenset({'Beras', 'Djarum', 'Gula Pasir'})"
0.0106,"frozenset({'Beras', 'Taro', 'Gula Pasir'})"
0.0113,"frozenset({'Beras', 'Roma Kelapa', 'Gula Pasir'})"
0.011,"frozenset({'Djarum', 'Roma Kelapa', 'Gula Pasir'})"
0.0119,"frozenset({'Molto', 'Roma Kelapa', 'Gula Pasir'})"
0.012,"frozenset({'Momogi', 'Roma Kelapa', 'Gula Pasir'})"
0.0116,"frozenset({'Indomie Kari Ayam', 'Djarum', 'Gula Pasir'})"
0.0109,"frozenset({'Indomie Kari Ayam', 'Taro', 'Gula Pasir'})"
0.0104,"frozenset({'Indomie Kari Ayam', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0109,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Gula Pasir'})"
0.0101,"frozenset({'Indomie Kari Ayam', 'Momogi', 'Gula Pasir'})"
0.0117,"frozenset({'Indomie Kari Ayam', 'Molto', 'Gula Pasir'})"
0.0103,"frozenset({'Molto', 'Djarum', 'Gula Pasir'})"
0.0107,"frozenset({'Djarum', 'Biskuat', 'Gula Pasir'})"
0.0106,"frozenset({'Indomie Kari Ayam', 'Biskuat', 'Gula Pasir'})"
0.0129,"frozenset({'Momogi', 'Biskuat', 'Gula Pasir'})"
0.0101,"frozenset({'Aqua', 'Biskuat', 'Gula Pasir'})"
0.01,"frozenset({'Pocari Sweat', 'Biskuat', 'Gula Pasir'})"
0.0116,"frozenset({'Sun Light Jeruk Nipis', 'Biskuat', 'Gula Pasir'})"
0.0106,"frozenset({'Biskuat', 'Taro', 'Gula Pasir'})"
0.0113,"frozenset({'Kapal Api', 'Biskuat', 'Gula Pasir'})"
0.0105,"frozenset({'Biskuat', 'Roma Kelapa', 'Gula Pasir'})"
0.0115,"frozenset({'Momogi', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0117,"frozenset({'Djarum', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0102,"frozenset({'Molto', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0125,"frozenset({'Aqua', 'Momogi', 'Gula Pasir'})"
0.0108,"frozenset({'Aqua', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0127,"frozenset({'Pocari Sweat', 'Aqua', 'Gula Pasir'})"
0.0123,"frozenset({'Aqua', 'Taro', 'Gula Pasir'})"
0.0117,"frozenset({'Aqua', 'Indomie Kari Ayam', 'Gula Pasir'})"
0.0103,"frozenset({'Aqua', 'Molto', 'Gula Pasir'})"
0.0113,"frozenset({'Kapal Api', 'Aqua', 'Gula Pasir'})"
0.0116,"frozenset({'Aqua', 'Djarum', 'Gula Pasir'})"
0.0105,"frozenset({'Aqua', 'Roma Kelapa', 'Gula Pasir'})"
0.0117,"frozenset({'Kapal Api', 'Indomie Kari Ayam', 'Gula Pasir'})"
0.011,"frozenset({'Kapal Api', 'Taro', 'Gula Pasir'})"
0.011,"frozenset({'Kapal Api', 'Molto', 'Gula Pasir'})"
0.0108,"frozenset({'Kapal Api', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0107,"frozenset({'Kapal Api', 'Pocari Sweat', 'Gula Pasir'})"
0.0106,"frozenset({'Kapal Api', 'Roma Kelapa', 'Gula Pasir'})"
0.0475,"frozenset({'Bimoli', 'Big Babol'})"
0.0447,"frozenset({'Bimoli', 'Gula Pasir'})"
0.0433,"frozenset({'Bimoli', 'Pocari Sweat'})"
0.0457,"frozenset({'Bimoli', 'Indomie Goreng'})"
0.0445,"frozenset({'Bimoli', 'Taro'})"
0.0462,"frozenset({'Bimoli', 'Djarum'})"
0.0458,"frozenset({'Bimoli', 'Momogi'})"
0.0456,"frozenset({'Bimoli', 'Yupi'})"
0.0437,"frozenset({'Bimoli', 'Nabati Keju'})"
0.0432,"frozenset({'Bimoli', 'Beras'})"
0.0429,"frozenset({'Bimoli', 'Kapal Api'})"
0.0444,"frozenset({'Bimoli', 'Sun Light Jeruk Nipis'})"
0.0428,"frozenset({'Bimoli', 'Roma Kelapa'})"
0.0475,"frozenset({'Bimoli', 'Indomie Kari Ayam'})"
0.0434,"frozenset({'Bimoli', 'Biskuat'})"
0.0459,"frozenset({'Bimoli', 'Molto'})"
0.0485,"frozenset({'Bimoli', 'Good Day'})"
0.0449,"frozenset({'Bimoli', 'Kwaci'})"
0.046,"frozenset({'Bimoli', 'Aqua'})"
0.0115,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Big Babol'})"
0.0121,"frozenset({'Bimoli', 'Good Day', 'Big Babol'})"
0.0118,"frozenset({'Bimoli', 'Yupi', 'Gula Pasir'})"
0.0111,"frozenset({'Bimoli', 'Djarum', 'Gula Pasir'})"
0.0106,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Gula Pasir'})"
0.0102,"frozenset({'Bimoli', 'Aqua', 'Gula Pasir'})"
0.0108,"frozenset({'Bimoli', 'Molto', 'Gula Pasir'})"
0.0104,"frozenset({'Bimoli', 'Indomie Goreng', 'Gula Pasir'})"
0.0101,"frozenset({'Bimoli', 'Kwaci', 'Gula Pasir'})"
0.0105,"frozenset({'Bimoli', 'Good Day', 'Gula Pasir'})"
0.011,"frozenset({'Bimoli', 'Pocari Sweat', 'Gula Pasir'})"
0.0105,"frozenset({'Bimoli', 'Pocari Sweat', 'Taro'})"
0.0108,"frozenset({'Bimoli', 'Pocari Sweat', 'Good Day'})"
0.01,"frozenset({'Bimoli', 'Indomie Goreng', 'Good Day'})"
0.0108,"frozenset({'Bimoli', 'Indomie Goreng', 'Big Babol'})"
0.0102,"frozenset({'Bimoli', 'Indomie Goreng', 'Djarum'})"
0.0115,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Indomie Goreng'})"
0.0107,"frozenset({'Bimoli', 'Djarum', 'Taro'})"
0.0103,"frozenset({'Bimoli', 'Taro', 'Gula Pasir'})"
0.012,"frozenset({'Bimoli', 'Taro', 'Yupi'})"
0.0101,"frozenset({'Bimoli', 'Taro', 'Kwaci'})"
0.0101,"frozenset({'Bimoli', 'Taro', 'Big Babol'})"
0.0107,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Taro'})"
0.0111,"frozenset({'Good Day', 'Bimoli', 'Taro'})"
0.0114,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Djarum'})"
0.0122,"frozenset({'Bimoli', 'Djarum', 'Big Babol'})"
0.011,"frozenset({'Bimoli', 'Djarum', 'Good Day'})"
0.0104,"frozenset({'Bimoli', 'Molto', 'Momogi'})"
0.0112,"frozenset({'Bimoli', 'Aqua', 'Momogi'})"
0.0115,"frozenset({'Bimoli', 'Momogi', 'Big Babol'})"
0.0113,"frozenset({'Bimoli', 'Momogi', 'Good Day'})"
0.0108,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Momogi'})"
0.0119,"frozenset({'Bimoli', 'Momogi', 'Yupi'})"
0.0109,"frozenset({'Bimoli', 'Djarum', 'Yupi'})"
0.0106,"frozenset({'Bimoli', 'Indomie Goreng', 'Yupi'})"
0.0113,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Yupi'})"
0.0106,"frozenset({'Bimoli', 'Aqua', 'Yupi'})"
0.0123,"frozenset({'Bimoli', 'Good Day', 'Yupi'})"
0.0113,"frozenset({'Bimoli', 'Yupi', 'Big Babol'})"
0.0106,"frozenset({'Bimoli', 'Djarum', 'Nabati Keju'})"
0.0114,"frozenset({'Bimoli', 'Good Day', 'Nabati Keju'})"
0.0112,"frozenset({'Bimoli', 'Big Babol', 'Nabati Keju'})"
0.0118,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Nabati Keju'})"
0.0104,"frozenset({'Bimoli', 'Beras', 'Momogi'})"
0.0119,"frozenset({'Bimoli', 'Indomie Goreng', 'Beras'})"
0.0107,"frozenset({'Bimoli', 'Beras', 'Kwaci'})"
0.0101,"frozenset({'Bimoli', 'Beras', 'Gula Pasir'})"
0.0108,"frozenset({'Bimoli', 'Aqua', 'Beras'})"
0.011,"frozenset({'Bimoli', 'Beras', 'Good Day'})"
0.0108,"frozenset({'Bimoli', 'Djarum', 'Kapal Api'})"
0.0104,"frozenset({'Bimoli', 'Beras', 'Kapal Api'})"
0.0105,"frozenset({'Bimoli', 'Good Day', 'Kapal Api'})"
0.0105,"frozenset({'Kapal Api', 'Bimoli', 'Gula Pasir'})"
0.0101,"frozenset({'Kapal Api', 'Bimoli', 'Big Babol'})"
0.0104,"frozenset({'Bimoli', 'Sun Light Jeruk Nipis', 'Yupi'})"
0.0115,"frozenset({'Bimoli', 'Momogi', 'Sun Light Jeruk Nipis'})"
0.0106,"frozenset({'Bimoli', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0121,"frozenset({'Bimoli', 'Sun Light Jeruk Nipis', 'Good Day'})"
0.0108,"frozenset({'Bimoli', 'Sun Light Jeruk Nipis', 'Big Babol'})"
0.0107,"frozenset({'Bimoli', 'Sun Light Jeruk Nipis', 'Kwaci'})"
0.0101,"frozenset({'Bimoli', 'Indomie Goreng', 'Sun Light Jeruk Nipis'})"
0.0105,"frozenset({'Bimoli', 'Roma Kelapa', 'Taro'})"
0.0107,"frozenset({'Bimoli', 'Biskuat', 'Roma Kelapa'})"
0.0104,"frozenset({'Kwaci', 'Bimoli', 'Roma Kelapa'})"
0.01,"frozenset({'Bimoli', 'Roma Kelapa', 'Yupi'})"
0.011,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Good Day'})"
0.0107,"frozenset({'Bimoli', 'Djarum', 'Biskuat'})"
0.0103,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Biskuat'})"
0.01,"frozenset({'Bimoli', 'Biskuat', 'Yupi'})"
0.0112,"frozenset({'Bimoli', 'Indomie Goreng', 'Biskuat'})"
0.011,"frozenset({'Bimoli', 'Biskuat', 'Big Babol'})"
0.0104,"frozenset({'Kwaci', 'Bimoli', 'Biskuat'})"
0.0108,"frozenset({'Bimoli', 'Biskuat', 'Good Day'})"
0.0108,"frozenset({'Bimoli', 'Aqua', 'Biskuat'})"
0.0113,"frozenset({'Bimoli', 'Molto', 'Good Day'})"
0.0108,"frozenset({'Bimoli', 'Molto', 'Big Babol'})"
0.01,"frozenset({'Bimoli', 'Molto', 'Djarum'})"
0.0121,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Molto'})"
0.0108,"frozenset({'Bimoli', 'Aqua', 'Molto'})"
0.0109,"frozenset({'Bimoli', 'Indomie Goreng', 'Kwaci'})"
0.0108,"frozenset({'Bimoli', 'Good Day', 'Kwaci'})"
0.0107,"frozenset({'Bimoli', 'Molto', 'Kwaci'})"
0.0105,"frozenset({'Bimoli', 'Kwaci', 'Yupi'})"
0.0112,"frozenset({'Bimoli', 'Momogi', 'Kwaci'})"
0.0107,"frozenset({'Bimoli', 'Kwaci', 'Big Babol'})"
0.0114,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Kwaci'})"
0.012,"frozenset({'Bimoli', 'Aqua', 'Djarum'})"
0.0113,"frozenset({'Bimoli', 'Aqua', 'Big Babol'})"
0.0112,"frozenset({'Bimoli', 'Aqua', 'Indomie Kari Ayam'})"
0.0108,"frozenset({'Bimoli', 'Aqua', 'Good Day'})"
0.0459,"frozenset({'Bimoli', 'Tango'})"
0.0452,"frozenset({'Tango', 'Taro'})"
0.044,"frozenset({'Pocari Sweat', 'Tango'})"
0.0438,"frozenset({'Lifebuoy', 'Tango'})"
0.0436,"frozenset({'Indomie Goreng', 'Tango'})"
0.0425,"frozenset({'Torabika', 'Tango'})"
0.0468,"frozenset({'Djarum', 'Tango'})"
0.0461,"frozenset({'Momogi', 'Tango'})"
0.0454,"frozenset({'Tango', 'Mie Gemez'})"
0.0446,"frozenset({'Tango', 'Yupi'})"
0.0441,"frozenset({'Beras', 'Tango'})"
0.0434,"frozenset({'Tango', 'Nabati Keju'})"
0.0422,"frozenset({'Tango', 'Kapal Api'})"
0.0453,"frozenset({'Tango', 'Big Babol'})"
0.0473,"frozenset({'Biskuat', 'Tango'})"
0.041,"frozenset({'Teh Kotak', 'Tango'})"
0.0453,"frozenset({'Kwaci', 'Tango'})"
0.0451,"frozenset({'Aqua', 'Tango'})"
0.0447,"frozenset({'Molto', 'Tango'})"
0.045,"frozenset({'Sun Light Jeruk Nipis', 'Tango'})"
0.0459,"frozenset({'Tango', 'Gula Pasir'})"
0.0458,"frozenset({'Indomie Kari Ayam', 'Tango'})"
0.045,"frozenset({'Tango', 'Roma Kelapa'})"
0.047,"frozenset({'Tango', 'Good Day'})"
0.011,"frozenset({'Bimoli', 'Momogi', 'Tango'})"
0.0101,"frozenset({'Bimoli', 'Djarum', 'Tango'})"
0.0101,"frozenset({'Bimoli', 'Biskuat', 'Tango'})"
0.0121,"frozenset({'Bimoli', 'Tango', 'Good Day'})"
0.0106,"frozenset({'Bimoli', 'Tango', 'Taro'})"
0.0106,"frozenset({'Tango', 'Taro', 'Gula Pasir'})"
0.0102,"frozenset({'Tango', 'Taro', 'Mie Gemez'})"
0.0102,"frozenset({'Djarum', 'Tango', 'Taro'})"
0.0105,"frozenset({'Tango', 'Taro', 'Big Babol'})"
0.0109,"frozenset({'Biskuat', 'Tango', 'Taro'})"
0.01,"frozenset({'Kwaci', 'Tango', 'Taro'})"
0.0126,"frozenset({'Good Day', 'Tango', 'Taro'})"
0.0113,"frozenset({'Pocari Sweat', 'Tango', 'Taro'})"
0.0102,"frozenset({'Pocari Sweat', 'Sun Light Jeruk Nipis', 'Tango'})"
0.0105,"frozenset({'Pocari Sweat', 'Tango', 'Roma Kelapa'})"
0.0103,"frozenset({'Pocari Sweat', 'Tango', 'Mie Gemez'})"
0.0103,"frozenset({'Pocari Sweat', 'Djarum', 'Tango'})"
0.0104,"frozenset({'Pocari Sweat', 'Tango', 'Big Babol'})"
0.0103,"frozenset({'Pocari Sweat', 'Tango', 'Yupi'})"
0.0103,"frozenset({'Pocari Sweat', 'Momogi', 'Tango'})"
0.0102,"frozenset({'Pocari Sweat', 'Molto', 'Tango'})"
0.0111,"frozenset({'Pocari Sweat', 'Tango', 'Good Day'})"
0.0117,"frozenset({'Bimoli', 'Lifebuoy', 'Tango'})"
0.0102,"frozenset({'Lifebuoy', 'Tango', 'Taro'})"
0.0101,"frozenset({'Pocari Sweat', 'Lifebuoy', 'Tango'})"
0.0102,"frozenset({'Beras', 'Lifebuoy', 'Tango'})"
0.0113,"frozenset({'Lifebuoy', 'Tango', 'Gula Pasir'})"
0.0109,"frozenset({'Indomie Kari Ayam', 'Lifebuoy', 'Tango'})"
0.0105,"frozenset({'Lifebuoy', 'Tango', 'Mie Gemez'})"
0.01,"frozenset({'Djarum', 'Lifebuoy', 'Tango'})"
0.0104,"frozenset({'Lifebuoy', 'Tango', 'Roma Kelapa'})"
0.0106,"frozenset({'Kwaci', 'Lifebuoy', 'Tango'})"
0.0102,"frozenset({'Molto', 'Lifebuoy', 'Tango'})"
0.0103,"frozenset({'Lifebuoy', 'Tango', 'Good Day'})"
0.0113,"frozenset({'Bimoli', 'Indomie Goreng', 'Tango'})"
0.0103,"frozenset({'Kwaci', 'Indomie Goreng', 'Tango'})"
0.0101,"frozenset({'Indomie Goreng', 'Tango', 'Yupi'})"
0.0101,"frozenset({'Aqua', 'Indomie Goreng', 'Tango'})"
0.0107,"frozenset({'Indomie Goreng', 'Tango', 'Mie Gemez'})"
0.0101,"frozenset({'Indomie Kari Ayam', 'Indomie Goreng', 'Tango'})"
0.0108,"frozenset({'Torabika', 'Indomie Goreng', 'Tango'})"
0.01,"frozenset({'Torabika', 'Tango', 'Taro'})"
0.0103,"frozenset({'Torabika', 'Tango', 'Yupi'})"
0.0111,"frozenset({'Torabika', 'Biskuat', 'Tango'})"
0.0118,"frozenset({'Aqua', 'Tango', 'Torabika'})"
0.0103,"frozenset({'Indomie Kari Ayam', 'Tango', 'Torabika'})"
0.0109,"frozenset({'Torabika', 'Tango', 'Good Day'})"
0.0126,"frozenset({'Biskuat', 'Tango', 'Djarum'})"
0.0112,"frozenset({'Djarum', 'Tango', 'Good Day'})"
0.01,"frozenset({'Djarum', 'Momogi', 'Tango'})"
0.0105,"frozenset({'Biskuat', 'Momogi', 'Tango'})"
0.0107,"frozenset({'Momogi', 'Tango', 'Good Day'})"
0.0106,"frozenset({'Momogi', 'Tango', 'Mie Gemez'})"
0.0103,"frozenset({'Djarum', 'Tango', 'Mie Gemez'})"
0.0106,"frozenset({'Indomie Kari Ayam', 'Tango', 'Mie Gemez'})"
0.0102,"frozenset({'Biskuat', 'Tango', 'Mie Gemez'})"
0.01,"frozenset({'Tango', 'Mie Gemez', 'Gula Pasir'})"
0.0103,"frozenset({'Good Day', 'Tango', 'Mie Gemez'})"
0.011,"frozenset({'Djarum', 'Tango', 'Yupi'})"
0.0109,"frozenset({'Momogi', 'Tango', 'Yupi'})"
0.0101,"frozenset({'Bimoli', 'Tango', 'Yupi'})"
0.01,"frozenset({'Tango', 'Mie Gemez', 'Yupi'})"
0.0102,"frozenset({'Molto', 'Tango', 'Yupi'})"
0.01,"frozenset({'Kwaci', 'Tango', 'Yupi'})"
0.011,"frozenset({'Yupi', 'Tango', 'Gula Pasir'})"
0.0108,"frozenset({'Indomie Kari Ayam', 'Tango', 'Yupi'})"
0.0108,"frozenset({'Biskuat', 'Tango', 'Yupi'})"
0.0102,"frozenset({'Tango', 'Roma Kelapa', 'Yupi'})"
0.011,"frozenset({'Yupi', 'Tango', 'Big Babol'})"
0.0116,"frozenset({'Sun Light Jeruk Nipis', 'Tango', 'Yupi'})"
0.0109,"frozenset({'Aqua', 'Tango', 'Yupi'})"
0.0105,"frozenset({'Tango', 'Taro', 'Yupi'})"
0.0101,"frozenset({'Tango', 'Good Day', 'Yupi'})"
0.0107,"frozenset({'Beras', 'Tango', 'Djarum'})"
0.0101,"frozenset({'Bimoli', 'Beras', 'Tango'})"
0.01,"frozenset({'Beras', 'Tango', 'Yupi'})"
0.01,"frozenset({'Biskuat', 'Beras', 'Tango'})"
0.0103,"frozenset({'Kwaci', 'Beras', 'Tango'})"
0.0102,"frozenset({'Beras', 'Sun Light Jeruk Nipis', 'Tango'})"
0.011,"frozenset({'Beras', 'Tango', 'Big Babol'})"
0.011,"frozenset({'Beras', 'Tango', 'Gula Pasir'})"
0.0108,"frozenset({'Indomie Kari Ayam', 'Beras', 'Tango'})"
0.0103,"frozenset({'Beras', 'Tango', 'Taro'})"
0.0109,"frozenset({'Beras', 'Tango', 'Good Day'})"
0.0108,"frozenset({'Beras', 'Tango', 'Nabati Keju'})"
0.0106,"frozenset({'Momogi', 'Tango', 'Nabati Keju'})"
0.0103,"frozenset({'Tango', 'Mie Gemez', 'Nabati Keju'})"
0.0105,"frozenset({'Biskuat', 'Tango', 'Nabati Keju'})"
0.0102,"frozenset({'Gula Pasir', 'Tango', 'Nabati Keju'})"
0.0105,"frozenset({'Indomie Kari Ayam', 'Tango', 'Nabati Keju'})"
0.0109,"frozenset({'Aqua', 'Tango', 'Nabati Keju'})"
0.0102,"frozenset({'Sun Light Jeruk Nipis', 'Tango', 'Nabati Keju'})"
0.0113,"frozenset({'Djarum', 'Tango', 'Kapal Api'})"
0.0106,"frozenset({'Torabika', 'Tango', 'Kapal Api'})"
0.0103,"frozenset({'Tango', 'Mie Gemez', 'Kapal Api'})"
0.0102,"frozenset({'Beras', 'Tango', 'Kapal Api'})"
0.0102,"frozenset({'Aqua', 'Tango', 'Kapal Api'})"
0.0111,"frozenset({'Biskuat', 'Tango', 'Big Babol'})"
0.0101,"frozenset({'Tango', 'Good Day', 'Big Babol'})"
0.0114,"frozenset({'Momogi', 'Tango', 'Big Babol'})"
0.0111,"frozenset({'Tango', 'Mie Gemez', 'Big Babol'})"
0.0106,"frozenset({'Indomie Kari Ayam', 'Tango', 'Big Babol'})"
0.0108,"frozenset({'Bimoli', 'Tango', 'Big Babol'})"
0.0105,"frozenset({'Teh Kotak', 'Tango', 'Big Babol'})"
0.0116,"frozenset({'Teh Kotak', 'Tango', 'Roma Kelapa'})"
0.0102,"frozenset({'Teh Kotak', 'Momogi', 'Tango'})"
0.012,"frozenset({'Kwaci', 'Bimoli', 'Tango'})"
0.0116,"frozenset({'Kwaci', 'Momogi', 'Tango'})"
0.0109,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Tango'})"
0.011,"frozenset({'Kwaci', 'Tango', 'Gula Pasir'})"
0.0104,"frozenset({'Kwaci', 'Djarum', 'Tango'})"
0.0117,"frozenset({'Kwaci', 'Tango', 'Good Day'})"
0.0111,"frozenset({'Aqua', 'Biskuat', 'Tango'})"
0.0103,"frozenset({'Aqua', 'Momogi', 'Tango'})"
0.01,"frozenset({'Aqua', 'Tango', 'Indomie Kari Ayam'})"
0.0109,"frozenset({'Aqua', 'Tango', 'Gula Pasir'})"
0.0113,"frozenset({'Aqua', 'Tango', 'Good Day'})"
0.0111,"frozenset({'Aqua', 'Tango', 'Big Babol'})"
0.0103,"frozenset({'Aqua', 'Tango', 'Mie Gemez'})"
0.0113,"frozenset({'Aqua', 'Djarum', 'Tango'})"
0.011,"frozenset({'Aqua', 'Tango', 'Taro'})"
0.0103,"frozenset({'Bimoli', 'Aqua', 'Tango'})"
0.01,"frozenset({'Kwaci', 'Molto', 'Tango'})"
0.0106,"frozenset({'Molto', 'Djarum', 'Tango'})"
0.0105,"frozenset({'Molto', 'Momogi', 'Tango'})"
0.0101,"frozenset({'Molto', 'Biskuat', 'Tango'})"
0.0114,"frozenset({'Molto', 'Tango', 'Gula Pasir'})"
0.0106,"frozenset({'Molto', 'Tango', 'Roma Kelapa'})"
0.0101,"frozenset({'Molto', 'Tango', 'Taro'})"
0.0101,"frozenset({'Molto', 'Tango', 'Big Babol'})"
0.0109,"frozenset({'Molto', 'Tango', 'Mie Gemez'})"
0.0109,"frozenset({'Molto', 'Tango', 'Good Day'})"
0.0104,"frozenset({'Aqua', 'Sun Light Jeruk Nipis', 'Tango'})"
0.0102,"frozenset({'Biskuat', 'Sun Light Jeruk Nipis', 'Tango'})"
0.0117,"frozenset({'Sun Light Jeruk Nipis', 'Tango', 'Roma Kelapa'})"
0.0112,"frozenset({'Sun Light Jeruk Nipis', 'Tango', 'Gula Pasir'})"
0.011,"frozenset({'Kwaci', 'Sun Light Jeruk Nipis', 'Tango'})"
0.0103,"frozenset({'Djarum', 'Sun Light Jeruk Nipis', 'Tango'})"
0.0104,"frozenset({'Sun Light Jeruk Nipis', 'Tango', 'Mie Gemez'})"
0.0102,"frozenset({'Sun Light Jeruk Nipis', 'Tango', 'Big Babol'})"
0.0107,"frozenset({'Sun Light Jeruk Nipis', 'Tango', 'Good Day'})"
0.0108,"frozenset({'Bimoli', 'Sun Light Jeruk Nipis', 'Tango'})"
0.0123,"frozenset({'Djarum', 'Tango', 'Gula Pasir'})"
0.0114,"frozenset({'Momogi', 'Tango', 'Gula Pasir'})"
0.0104,"frozenset({'Tango', 'Good Day', 'Gula Pasir'})"
0.0115,"frozenset({'Indomie Kari Ayam', 'Djarum', 'Tango'})"
0.0111,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Tango'})"
0.0108,"frozenset({'Indomie Kari Ayam', 'Biskuat', 'Tango'})"
0.01,"frozenset({'Indomie Kari Ayam', 'Tango', 'Gula Pasir'})"
0.01,"frozenset({'Indomie Kari Ayam', 'Momogi', 'Tango'})"
0.0103,"frozenset({'Indomie Kari Ayam', 'Tango', 'Good Day'})"
0.0113,"frozenset({'Tango', 'Roma Kelapa', 'Gula Pasir'})"
0.0109,"frozenset({'Djarum', 'Tango', 'Roma Kelapa'})"
0.0102,"frozenset({'Roma Kelapa', 'Tango', 'Taro'})"
0.0117,"frozenset({'Good Day', 'Tango', 'Roma Kelapa'})"
0.0112,"frozenset({'Momogi', 'Tango', 'Roma Kelapa'})"
0.0115,"frozenset({'Biskuat', 'Tango', 'Roma Kelapa'})"
0.0101,"frozenset({'Aqua', 'Tango', 'Roma Kelapa'})"
0.0114,"frozenset({'Biskuat', 'Tango', 'Good Day'})"
0.0459,"frozenset({'Pepsodent', 'Tango'})"
0.0456,"frozenset({'Pepsodent', 'Indomie Goreng'})"
0.0447,"frozenset({'Pepsodent', 'Taro'})"
0.0444,"frozenset({'Pepsodent', 'Lifebuoy'})"
0.044,"frozenset({'Pepsodent', 'Bimoli'})"
0.0439,"frozenset({'Pepsodent', 'Pocari Sweat'})"
0.0426,"frozenset({'Pepsodent', 'Beng Beng'})"
0.0417,"frozenset({'Pepsodent', 'Torabika'})"
0.0395,"frozenset({'Pepsodent', 'Pantene'})"
0.0472,"frozenset({'Pepsodent', 'Biskuat'})"
0.0434,"frozenset({'Pepsodent', 'Beras'})"
0.0429,"frozenset({'Pepsodent', 'Sun Light Jeruk Nipis'})"
0.042,"frozenset({'Pepsodent', 'Sukro'})"
0.0468,"frozenset({'Pepsodent', 'Molto'})"
0.0452,"frozenset({'Pepsodent', 'Aqua'})"
0.0448,"frozenset({'Pepsodent', 'Kwaci'})"
0.0442,"frozenset({'Pepsodent', 'Mie Gemez'})"
0.041,"frozenset({'Pepsodent', 'Nabati Keju'})"
0.0451,"frozenset({'Pepsodent', 'Djarum'})"
0.043,"frozenset({'Pepsodent', 'Good Day'})"
0.0423,"frozenset({'Pepsodent', 'Momogi'})"
0.0438,"frozenset({'Pepsodent', 'Teh Kotak'})"
0.0437,"frozenset({'Pepsodent', 'Kapal Api'})"
0.0456,"frozenset({'Pepsodent', 'Yupi'})"
0.0466,"frozenset({'Pepsodent', 'Big Babol'})"
0.0426,"frozenset({'Pepsodent', 'Roma Kelapa'})"
0.0439,"frozenset({'Pepsodent', 'Gula Pasir'})"
0.0451,"frozenset({'Pepsodent', 'Indomie Kari Ayam'})"
0.0118,"frozenset({'Pepsodent', 'Biskuat', 'Tango'})"
0.011,"frozenset({'Pepsodent', 'Molto', 'Tango'})"
0.0117,"frozenset({'Pepsodent', 'Tango', 'Big Babol'})"
0.0118,"frozenset({'Pepsodent', 'Indomie Goreng', 'Yupi'})"
0.0107,"frozenset({'Pepsodent', 'Molto', 'Indomie Goreng'})"
0.0104,"frozenset({'Pepsodent', 'Indomie Goreng', 'Biskuat'})"
0.0102,"frozenset({'Pepsodent', 'Indomie Goreng', 'Big Babol'})"
0.0104,"frozenset({'Pepsodent', 'Indomie Goreng', 'Taro'})"
0.0107,"frozenset({'Pepsodent', 'Kwaci', 'Taro'})"
0.0101,"frozenset({'Pepsodent', 'Djarum', 'Taro'})"
0.0114,"frozenset({'Pepsodent', 'Taro', 'Big Babol'})"
0.0106,"frozenset({'Pepsodent', 'Biskuat', 'Taro'})"
0.0113,"frozenset({'Pepsodent', 'Aqua', 'Taro'})"
0.01,"frozenset({'Pepsodent', 'Taro', 'Yupi'})"
0.0115,"frozenset({'Pepsodent', 'Molto', 'Taro'})"
0.0102,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Taro'})"
0.0107,"frozenset({'Pepsodent', 'Lifebuoy', 'Tango'})"
0.0101,"frozenset({'Pepsodent', 'Lifebuoy', 'Biskuat'})"
0.0115,"frozenset({'Pepsodent', 'Molto', 'Lifebuoy'})"
0.0113,"frozenset({'Pepsodent', 'Aqua', 'Lifebuoy'})"
0.0101,"frozenset({'Pepsodent', 'Kwaci', 'Lifebuoy'})"
0.0109,"frozenset({'Pepsodent', 'Lifebuoy', 'Big Babol'})"
0.0103,"frozenset({'Pepsodent', 'Djarum', 'Lifebuoy'})"
0.0103,"frozenset({'Pepsodent', 'Lifebuoy', 'Yupi'})"
0.0125,"frozenset({'Pepsodent', 'Bimoli', 'Tango'})"
